id,mcq_json,rubric,question,option_a,option_b,option_c,option_d,correct_option
OIC-145-14-B,"{""question"": ""What is the primary purpose of the Sentinelles network in France?"", ""option_a"": ""To provide medical treatment to patients with communicable infectious diseases"", ""option_b"": ""To monitor and analyze epidemiological data in real-time for health research and surveillance purposes"", ""option_c"": ""To develop clinical trials for new medications"", ""option_d"": ""To educate the public about the importance of vaccination"", ""correct_option"": ""B""}",Definition,What is the primary purpose of the Sentinelles network in France?,To provide medical treatment to patients with communicable infectious diseases,To monitor and analyze epidemiological data in real-time for health research and surveillance purposes,To develop clinical trials for new medications,To educate the public about the importance of vaccination,b
OIC-153-01-A,"{""question"": ""What is the recommended anticoagulation regimen for patients with a mechanical valve prosthesis in the mitral position?"", ""option_a"": ""Short-term antiplatelet therapy"", ""option_b"": ""Long-term antiplatelet therapy"", ""option_c"": ""Long-term curative anticoagulation with anti-vitamin K"", ""option_d"": ""Short-term curative anticoagulation with anti-vitamin K"", ""correct_option"": ""C""}",,What is the recommended anticoagulation regimen for patients with a mechanical valve prosthesis in the mitral position?,Short-term antiplatelet therapy,Long-term antiplatelet therapy,Long-term curative anticoagulation with anti-vitamin K,Short-term curative anticoagulation with anti-vitamin K,c
OIC-153-02-A,"{""question"": ""A patient with a mechanical valve prosthesis presents with a cerebral embolism. Which of the following is NOT a risk factor for this complication?"", ""option_a"": ""Presence of atrial fibrillation"", ""option_b"": ""Old generation mechanical prosthesis"", ""option_c"": ""Prosthesis in mitral/tricuspid position"", ""option_d"": ""Presence of left ventricular dysfunction"", ""correct_option"": ""C""}",Definition,A patient with a mechanical valve prosthesis presents with a cerebral embolism. Which of the following is NOT a risk factor for this complication?,Presence of atrial fibrillation,Old generation mechanical prosthesis,Prosthesis in mitral/tricuspid position,Presence of left ventricular dysfunction,c
OIC-153-03-A,"{""question"": ""What is the recommended frequency for clinical monitoring by the GP for patients with prosthetic valves?"", ""option_a"": ""Every six months"", ""option_b"": ""Every three months"", ""option_c"": ""Every year"", ""option_d"": ""Every two years"", ""correct_option"": ""B""}",,What is the recommended frequency for clinical monitoring by the GP for patients with prosthetic valves?,Every six months,Every three months,Every year,Every two years,b
OIC-153-04-A,"{""question"": ""A patient with a prosthetic heart valve is at increased risk of which type of infection?"", ""option_a"": ""Pneumonia"", ""option_b"": ""Infective endocarditis"", ""option_c"": ""Urinary tract infection"", ""option_d"": ""Skin infection"", ""correct_option"": ""B""}",Identification of the emergency,A patient with a prosthetic heart valve is at increased risk of which type of infection?,Pneumonia,Infective endocarditis,Urinary tract infection,Skin infection,b
OIC-153-05-A,"{""question"": ""What is the recommended target INR for patients with a high-risk mechanical prosthesis and at least one patient risk factor?"", ""option_a"": ""2.5"", ""option_b"": ""3.0"", ""option_c"": ""3.5"", ""option_d"": ""4.0"", ""correct_option"": ""D""}",,What is the recommended target INR for patients with a high-risk mechanical prosthesis and at least one patient risk factor?,2.5,3.0,3.5,4.0,d
OIC-153-06-B,"{""question"": ""What is the primary reason for taking blood cultures in a patient with a suspected disinsertion of a prosthetic valve?"", ""option_a"": ""To assess the severity of the regurgitation"", ""option_b"": ""To quantify the impact on the left ventricle"", ""option_c"": ""To investigate for infective endocarditis"", ""option_d"": ""To diagnose haemolysis"", ""correct_option"": ""C""}",,What is the primary reason for taking blood cultures in a patient with a suspected disinsertion of a prosthetic valve?,To assess the severity of the regurgitation,To quantify the impact on the left ventricle,To investigate for infective endocarditis,To diagnose haemolysis,c
OIC-156-01-A,"{""question"": ""What is the typical duration of evolution for acute hematogenous osteomyelitis in children?"", ""option_a"": ""Less than 2 weeks"", ""option_b"": ""Less than 4 weeks"", ""option_c"": ""Between 2 and 4 weeks"", ""option_d"": ""More than 4 weeks"", ""correct_option"": ""B""}",Definition,What is the typical duration of evolution for acute hematogenous osteomyelitis in children?,Less than 2 weeks,Less than 4 weeks,Between 2 and 4 weeks,More than 4 weeks,b
OIC-156-02-B,"{""question"": ""What is the overall prevalence of community-acquired HAIs and HAIs on equipment in France?"", ""option_a"": ""50 / 100,000 inhabitants / year"", ""option_b"": ""70 / 100,000 inhabitants / year"", ""option_c"": ""80 / 100,000 inhabitants / year"", ""option_d"": ""90 / 100,000 inhabitants / year"", ""correct_option"": ""B""}",Epidemiology,What is the overall prevalence of community-acquired HAIs and HAIs on equipment in France?,"50 / 100,000 inhabitants / year","70 / 100,000 inhabitants / year","80 / 100,000 inhabitants / year","90 / 100,000 inhabitants / year",b
OIC-156-03-B,"{""question"": ""A patient with a history of diabetes presents with an infection in the bone of the foot, which is likely to have spread from:"", ""option_a"": ""A positive blood culture"", ""option_b"": ""Inoculation during surgery"", ""option_c"": ""Contiguity from a local skin and soft tissue infection"", ""option_d"": ""Trauma"", ""correct_option"": ""C""}",Physiopathology,"A patient with a history of diabetes presents with an infection in the bone of the foot, which is likely to have spread from:",A positive blood culture,Inoculation during surgery,Contiguity from a local skin and soft tissue infection,Trauma,c
OIC-156-04-B,"{""question"": ""What is the most common germ involved in osteoarticular infections in children over the age of 4, especially via a cutaneous route of entry?"", ""option_a"": ""Group B streptococcus"", ""option_b"": ""Kingella kingae"", ""option_c"": ""Staphylococcus aureus"", ""option_d"": ""Salmonella sp."", ""correct_option"": ""C""}",Etiologies,"What is the most common germ involved in osteoarticular infections in children over the age of 4, especially via a cutaneous route of entry?",Group B streptococcus,Kingella kingae,Staphylococcus aureus,Salmonella sp.,c
OIC-156-05-A,"{""question"": ""What is a common finding in the biological inflammatory syndrome associated with acute osteoarticular infections (IOA) in children and adults?"", ""option_a"": ""Decreased c-reactive protein (CRP) levels"", ""option_b"": ""Normal c-reactive protein (CRP) levels"", ""option_c"": ""C-reactive protein elevation (CRP) most often"", ""option_d"": ""Increased white blood cell count with normal CRP"", ""correct_option"": ""C""}",,What is a common finding in the biological inflammatory syndrome associated with acute osteoarticular infections (IOA) in children and adults?,Decreased c-reactive protein (CRP) levels,Normal c-reactive protein (CRP) levels,C-reactive protein elevation (CRP) most often,Increased white blood cell count with normal CRP,c
